customer,state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,effective_to_month_in_2011,CW
LD26428,Oregon,0,Basic,Bachelor,2011-02-14,Unemployed,M,Suburban,Single,Corporate,3,2,Branch,Four-Door Car,Midsize,2,7
MY43761,California,0,Extended,High School or Below,2011-02-23,Employed,M,Suburban,Single,Personal,2,2,Agent,SUV,Large,2,8
LO77543,Washington,1,Basic,College,2011-02-25,Employed,M,Suburban,Divorced,Special,2,1,Agent,Two-Door Car,Midsize,2,8
GY55415,Nevada,0,Premium,Bachelor,2011-02-27,Unemployed,F,Suburban,Single,Corporate,1,1,Web,SUV,Midsize,2,8
IB42395,Nevada,0,Premium,College,2011-01-18,Unemployed,M,Suburban,Single,Corporate,3,1,Agent,SUV,Midsize,1,3
ZU74482,Oregon,1,Basic,College,2011-02-06,Employed,M,Urban,Single,Personal,3,2,Agent,Two-Door Car,Midsize,2,5
NL74789,California,0,Premium,Bachelor,2011-02-14,Unemployed,F,Suburban,Single,Special,2,1,Branch,Two-Door Car,Midsize,2,7
YU86594,Oregon,0,Basic,High School or Below,2011-02-10,Employed,M,Rural,Married,Personal,3,1,Branch,Four-Door Car,Midsize,2,6
QN37451,California,0,Basic,College,2011-01-29,Unemployed,M,Suburban,Single,Corporate,2,1,Branch,Luxury Car,Midsize,1,4
HS28694,Washington,0,Basic,High School or Below,2011-02-19,Employed,F,Rural,Married,Personal,2,4,Branch,Two-Door Car,Midsize,2,7
IL83479,Oregon,0,Extended,College,2011-01-02,Employed,F,Suburban,Married,Personal,3,3,Call Center,Four-Door Car,Midsize,1,52
EF87528,Arizona,1,Basic,College,2011-01-01,Retired,M,Suburban,Married,Special,3,2,Agent,Two-Door Car,Midsize,1,52
JZ81608,Oregon,0,Extended,High School or Below,2011-02-10,Employed,M,Rural,Married,Personal,2,4,Branch,Four-Door Car,Midsize,2,6
EO40136,Arizona,0,Basic,College,2011-01-24,Employed,F,Urban,Divorced,Personal,2,2,Web,Four-Door Car,Small,1,4
ZR40902,Oregon,0,Premium,Bachelor,2011-01-15,Medical Leave,F,Suburban,Married,Corporate,2,1,Agent,Four-Door Car,Small,1,2
PO89542,Oregon,0,Basic,Bachelor,2011-02-28,Unemployed,F,Suburban,Married,Personal,2,1,Branch,Four-Door Car,Midsize,2,9
FX57380,California,1,Basic,Bachelor,2011-02-17,Employed,F,Urban,Divorced,Personal,2,2,Web,Two-Door Car,Midsize,2,7
NM22175,Oregon,0,Premium,College,2011-01-09,Unemployed,M,Suburban,Married,Personal,3,2,Branch,SUV,Large,1,1
BC97773,Nevada,0,Basic,Master,2011-02-17,Employed,F,Suburban,Divorced,Personal,1,1,Agent,Four-Door Car,Large,2,7
MN34012,Arizona,0,Basic,Bachelor,2011-02-25,Unemployed,M,Suburban,Married,Personal,3,1,Agent,SUV,Midsize,2,8
IF87079,Arizona,0,Basic,Master,2011-02-14,Employed,F,Rural,Divorced,Personal,2,1,Agent,Four-Door Car,Midsize,2,7
EP18940,Oregon,0,Extended,Bachelor,2011-01-01,Unemployed,F,Suburban,Married,Personal,3,1,Call Center,Four-Door Car,Midsize,1,52
SB44003,Arizona,1,Extended,College,2011-02-01,Employed,F,Rural,Divorced,Personal,3,2,Agent,Four-Door Car,Midsize,2,5
MK15785,Nevada,0,Basic,Master,2011-02-24,Employed,M,Suburban,Married,Corporate,2,4,Call Center,Sports Car,Midsize,2,8
VP89545,Arizona,0,Basic,College,2011-02-01,Unemployed,M,Suburban,Married,Personal,3,1,Web,Four-Door Car,Midsize,2,5
HJ58678,Nevada,0,Basic,College,2011-02-10,Employed,F,Urban,Divorced,Personal,2,3,Agent,Four-Door Car,Midsize,2,6
SH51981,Washington,0,Basic,College,2011-02-21,Employed,M,Suburban,Divorced,Personal,2,3,Agent,Four-Door Car,Small,2,8
IA52178,Arizona,0,Premium,College,2011-02-12,Employed,F,Suburban,Married,Corporate,3,4,Web,SUV,Midsize,2,6
OP54725,Washington,0,Premium,College,2011-01-29,Employed,M,Suburban,Married,Personal,3,1,Branch,Four-Door Car,Small,1,4
YM77369,Oregon,0,Premium,High School or Below,2011-02-28,Employed,M,Urban,Married,Corporate,2,4,Web,Four-Door Car,Large,2,9
WV15213,California,0,Basic,Bachelor,2011-01-09,Employed,M,Rural,Single,Personal,1,1,Branch,Four-Door Car,Midsize,1,1
GX37592,Nevada,0,Basic,College,2011-01-26,Employed,F,Suburban,Married,Personal,3,3,Web,Four-Door Car,Midsize,1,4
PA48777,Washington,1,Basic,High School or Below,2011-02-12,Medical Leave,F,Suburban,Divorced,Personal,3,1,Agent,Four-Door Car,Midsize,2,6
YJ59924,Oregon,0,Extended,College,2011-01-30,Employed,M,Suburban,Married,Personal,1,3,Agent,Four-Door Car,Midsize,1,4
EU54076,Oregon,0,Basic,Bachelor,2011-01-31,Employed,M,Urban,Married,Corporate,3,2,Agent,Four-Door Car,Midsize,1,5
VF32979,Washington,0,Basic,Bachelor,2011-01-24,Employed,F,Suburban,Divorced,Corporate,2,1,Branch,Four-Door Car,Midsize,1,4
ES16126,California,1,Premium,College,2011-02-16,Employed,M,Suburban,Married,Personal,1,2,Branch,Four-Door Car,Midsize,2,7
PG42834,Arizona,0,Extended,Bachelor,2011-02-02,Employed,F,Rural,Married,Personal,2,3,Agent,Four-Door Car,Midsize,2,5
OY44814,Arizona,0,Basic,High School or Below,2011-01-22,Unemployed,M,Suburban,Single,Personal,3,1,Web,Two-Door Car,Midsize,1,3
JI97190,California,0,Basic,High School or Below,2011-02-26,Employed,M,Suburban,Married,Personal,3,3,Branch,Two-Door Car,Large,2,8
ZK61113,Oregon,0,Extended,High School or Below,2011-01-22,Unemployed,M,Suburban,Single,Personal,2,3,Agent,Two-Door Car,Midsize,1,3
MU88116,Oregon,0,Basic,Master,2011-01-28,Employed,F,Urban,Married,Corporate,3,1,Web,Sports Car,Midsize,1,4
TP61305,California,0,Extended,High School or Below,2011-02-18,Unemployed,M,Suburban,Single,Personal,3,1,Web,Four-Door Car,Midsize,2,7
ZO14864,Washington,0,Extended,Master,2011-02-11,Employed,F,Urban,Divorced,Personal,3,2,Agent,Two-Door Car,Midsize,2,6
KP65334,California,0,Extended,College,2011-01-13,Unemployed,F,Suburban,Married,Corporate,1,1,Agent,Four-Door Car,Midsize,1,2
OH15677,California,0,Basic,High School or Below,2011-01-05,Unemployed,M,Suburban,Single,Personal,2,1,Agent,Sports Car,Midsize,1,1
HB53755,Oregon,0,Basic,High School or Below,2011-01-26,Unemployed,F,Suburban,Single,Personal,3,1,Agent,Sports Car,Midsize,1,4
UF77079,Arizona,0,Extended,High School or Below,2011-01-26,Employed,F,Rural,Married,Personal,2,2,Agent,Four-Door Car,Midsize,1,4
TD20252,Arizona,0,Basic,College,2011-01-08,Employed,M,Suburban,Married,Personal,2,2,Agent,Four-Door Car,Midsize,1,1
TH68362,California,0,Basic,College,2011-01-01,Unemployed,F,Suburban,Married,Corporate,3,3,Agent,Four-Door Car,Midsize,1,52
JC45487,Washington,1,Basic,High School or Below,2011-01-10,Employed,M,Suburban,Married,Personal,2,2,Agent,Four-Door Car,Midsize,1,2
PU95227,Washington,0,Extended,Bachelor,2011-01-02,Employed,M,Urban,Married,Personal,1,4,Agent,Four-Door Car,Midsize,1,52
CV72453,Oregon,0,Extended,High School or Below,2011-02-25,Unemployed,F,Suburban,Single,Corporate,3,1,Agent,SUV,Small,2,8
OY92520,California,0,Extended,Bachelor,2011-02-28,Medical Leave,F,Suburban,Married,Personal,2,1,Branch,Four-Door Car,Midsize,2,9
UY95530,California,1,Basic,College,2011-02-07,Employed,M,Urban,Married,Personal,2,2,Agent,Sports Car,Midsize,2,6
FB84235,Oregon,1,Basic,College,2011-02-05,Medical Leave,M,Suburban,Married,Personal,2,1,Branch,Four-Door Car,Midsize,2,5
MJ14480,Arizona,0,Basic,High School or Below,2011-01-15,Employed,F,Suburban,Single,Personal,3,2,Agent,Four-Door Car,Midsize,1,2
KW81128,Arizona,0,Extended,College,2011-02-11,Employed,F,Rural,Divorced,Personal,3,1,Agent,Sports Car,Midsize,2,6
DQ98402,Nevada,1,Extended,High School or Below,2011-01-15,Employed,F,Suburban,Married,Corporate,3,2,Agent,Two-Door Car,Large,1,2
WN53966,California,0,Extended,Master,2011-01-15,Employed,M,Rural,Married,Personal,3,4,Call Center,Four-Door Car,Midsize,1,2
LM34525,Washington,0,Basic,College,2011-02-20,Employed,F,Rural,Divorced,Personal,3,3,Branch,Four-Door Car,Midsize,2,7
GF97874,Washington,0,Basic,Master,2011-01-29,Employed,F,Rural,Married,Personal,1,4,Call Center,Four-Door Car,Midsize,1,4
WV79842,California,0,Extended,High School or Below,2011-01-16,Employed,M,Suburban,Married,Personal,3,2,Call Center,Luxury SUV,Midsize,1,2
DF40318,Oregon,1,Basic,Master,2011-01-19,Employed,M,Suburban,Married,Corporate,3,3,Web,Two-Door Car,Small,1,3
TN90661,Nevada,0,Basic,High School or Below,2011-01-09,Employed,M,Suburban,Married,Corporate,3,1,Branch,Four-Door Car,Midsize,1,1
ZU88029,Oregon,0,Basic,Master,2011-02-28,Retired,F,Suburban,Single,Personal,3,3,Branch,Sports Car,Large,2,9
TQ88221,California,0,Basic,Bachelor,2011-01-07,Employed,F,Suburban,Married,Corporate,1,4,Call Center,Four-Door Car,Midsize,1,1
KH34667,Nevada,0,Extended,College,2011-01-18,Employed,M,Urban,Married,Corporate,3,2,Web,Four-Door Car,Midsize,1,3
HW54198,Nevada,0,Basic,Master,2011-01-29,Employed,M,Rural,Married,Personal,3,3,Call Center,Four-Door Car,Midsize,1,4
GZ79662,Arizona,0,Basic,High School or Below,2011-02-21,Employed,M,Suburban,Married,Corporate,3,2,Call Center,Four-Door Car,Small,2,8
YA11342,California,0,Premium,High School or Below,2011-02-04,Unemployed,M,Suburban,Married,Personal,3,3,Branch,Four-Door Car,Midsize,2,5
ZW18871,Oregon,0,Basic,High School or Below,2011-01-20,Employed,M,Rural,Divorced,Corporate,3,1,Agent,Four-Door Car,Small,1,3
QZ17137,Arizona,0,Extended,High School or Below,2011-02-05,Employed,F,Rural,Married,Personal,2,3,Call Center,Two-Door Car,Midsize,2,5
UV53712,California,0,Basic,College,2011-02-19,Employed,F,Rural,Married,Personal,3,2,Web,Four-Door Car,Midsize,2,7
SJ43436,Oregon,0,Basic,Bachelor,2011-01-28,Employed,F,Rural,Married,Corporate,1,2,Agent,Two-Door Car,Midsize,1,4
VW46878,Oregon,0,Basic,High School or Below,2011-02-08,Employed,F,Suburban,Married,Personal,3,3,Agent,Four-Door Car,Midsize,2,6
TW91179,Oregon,1,Extended,College,2011-01-06,Employed,F,Urban,Married,Corporate,3,2,Branch,Four-Door Car,Midsize,1,1
LG19551,Arizona,0,Basic,Bachelor,2011-01-25,Employed,M,Suburban,Married,Corporate,2,1,Call Center,Four-Door Car,Midsize,1,4
QK18099,Washington,0,Basic,College,2011-01-12,Employed,F,Suburban,Married,Personal,2,3,Web,Four-Door Car,Large,1,2
WN14473,Arizona,0,Basic,Master,2011-02-17,Employed,M,Urban,Married,Personal,3,2,Call Center,Two-Door Car,Midsize,2,7
WH62198,California,0,Basic,Bachelor,2011-02-26,Unemployed,M,Suburban,Divorced,Personal,2,1,Call Center,Four-Door Car,Small,2,8
SP85148,California,0,Basic,Master,2011-01-31,Employed,F,Suburban,Married,Personal,3,1,Web,Sports Car,Small,1,5
FB49203,California,0,Extended,College,2011-02-26,Unemployed,F,Suburban,Single,Corporate,2,1,Agent,Two-Door Car,Midsize,2,8
FF94341,Nevada,0,Extended,Bachelor,2011-01-26,Employed,F,Suburban,Divorced,Special,3,1,Branch,Four-Door Car,Midsize,1,4
TS42594,California,1,Premium,High School or Below,2011-02-01,Employed,F,Suburban,Single,Personal,3,1,Agent,Four-Door Car,Midsize,2,5
IL43607,California,0,Basic,High School or Below,2011-01-02,Employed,F,Suburban,Married,Corporate,3,3,Branch,Four-Door Car,Midsize,1,52
FL85008,Oregon,1,Basic,High School or Below,2011-02-23,Disabled,F,Suburban,Married,Personal,2,2,Agent,SUV,Small,2,8
AN47199,Nevada,0,Extended,College,2011-02-11,Unemployed,F,Rural,Married,Personal,2,1,Agent,Two-Door Car,Large,2,6
SV28347,California,0,Basic,High School or Below,2011-02-14,Employed,M,Suburban,Single,Corporate,3,2,Branch,SUV,Midsize,2,7
IC78105,Arizona,0,Basic,High School or Below,2011-01-16,Disabled,F,Suburban,Married,Personal,1,1,Branch,Luxury Car,Midsize,1,2
RB28630,Oregon,0,Basic,High School or Below,2011-02-20,Employed,F,Suburban,Married,Personal,3,2,Branch,Four-Door Car,Small,2,7
KA32645,Nevada,0,Extended,College,2011-02-02,Unemployed,M,Suburban,Single,Personal,2,1,Branch,Four-Door Car,Midsize,2,5
QD73891,Oregon,0,Basic,High School or Below,2011-01-13,Employed,M,Suburban,Married,Personal,1,4,Web,Four-Door Car,Small,1,2
LM58949,Oregon,0,Basic,High School or Below,2011-01-30,Disabled,M,Suburban,Married,Personal,2,1,Agent,Four-Door Car,Midsize,1,4
YG40323,Arizona,0,Premium,Bachelor,2011-01-17,Employed,M,Rural,Married,Personal,3,1,Web,Four-Door Car,Midsize,1,3
EO91797,Nevada,0,Extended,Master,2011-01-11,Employed,F,Urban,Married,Corporate,3,3,Agent,SUV,Midsize,1,2
RU50098,Arizona,1,Basic,Master,2011-01-14,Employed,F,Rural,Single,Personal,3,2,Web,Four-Door Car,Midsize,1,2
QW10541,California,0,Basic,High School or Below,2011-01-31,Employed,F,Suburban,Married,Personal,3,2,Agent,Two-Door Car,Small,1,5
SB50826,Oregon,0,Extended,College,2011-01-19,Employed,M,Urban,Single,Personal,1,2,Agent,Two-Door Car,Midsize,1,3
XX29952,Arizona,0,Premium,College,2011-01-12,Employed,M,Rural,Married,Personal,3,1,Agent,Four-Door Car,Midsize,1,2
AT93647,California,0,Basic,College,2011-01-05,Employed,F,Urban,Married,Personal,2,4,Agent,Four-Door Car,Midsize,1,1
QP56563,Oregon,0,Basic,College,2011-01-13,Employed,M,Rural,Married,Personal,3,3,Agent,Four-Door Car,Midsize,1,2
TN76120,Washington,1,Basic,Bachelor,2011-01-19,Employed,M,Suburban,Single,Personal,3,1,Agent,Four-Door Car,Midsize,1,3
TY43440,California,1,Basic,High School or Below,2011-01-10,Employed,M,Suburban,Married,Personal,3,2,Branch,SUV,Midsize,1,2
MM45334,Oregon,0,Basic,College,2011-02-14,Employed,F,Rural,Single,Personal,3,3,Call Center,Four-Door Car,Midsize,2,7
KH93988,Oregon,0,Extended,College,2011-01-05,Employed,F,Rural,Married,Personal,3,1,Web,Two-Door Car,Midsize,1,1
RY38931,Arizona,1,Basic,Bachelor,2011-01-19,Employed,M,Suburban,Single,Personal,3,1,Agent,Four-Door Car,Midsize,1,3
CV48634,Nevada,0,Basic,College,2011-01-16,Employed,M,Rural,Married,Personal,2,4,Call Center,SUV,Midsize,1,2
IH48064,Washington,0,Basic,High School or Below,2011-02-02,Employed,M,Suburban,Married,Personal,3,3,Agent,SUV,Midsize,2,5
ZS96174,Oregon,0,Basic,College,2011-01-19,Medical Leave,M,Suburban,Single,Personal,3,1,Branch,Two-Door Car,Midsize,1,3
MI62456,Arizona,1,Extended,Bachelor,2011-01-03,Retired,F,Suburban,Divorced,Personal,1,2,Call Center,Four-Door Car,Midsize,1,1
DD44177,California,1,Basic,Doctor,2011-01-27,Disabled,F,Suburban,Divorced,Personal,3,2,Branch,Two-Door Car,Midsize,1,4
NX31380,Arizona,0,Extended,Bachelor,2011-02-18,Employed,F,Suburban,Married,Corporate,1,1,Branch,Four-Door Car,Midsize,2,7
KQ43374,Oregon,0,Basic,College,2011-02-19,Employed,F,Urban,Married,Corporate,3,1,Agent,SUV,Midsize,2,7
XA54112,California,0,Basic,Bachelor,2011-02-11,Disabled,M,Suburban,Single,Corporate,3,1,Call Center,SUV,Midsize,2,6
QB14087,California,0,Basic,College,2011-01-19,Employed,F,Suburban,Married,Personal,1,1,Agent,Four-Door Car,Midsize,1,3
FV42881,Oregon,0,Basic,College,2011-02-05,Employed,F,Rural,Married,Corporate,1,1,Call Center,Two-Door Car,Midsize,2,5
AV76907,Oregon,1,Basic,College,2011-02-26,Employed,F,Rural,Married,Personal,3,1,Agent,SUV,Midsize,2,8
VM85555,California,0,Basic,College,2011-02-23,Employed,F,Rural,Single,Personal,2,3,Branch,Four-Door Car,Midsize,2,8
ZU88113,Oregon,0,Extended,College,2011-02-07,Employed,M,Urban,Married,Personal,2,1,Agent,Two-Door Car,Midsize,2,6
SZ75668,Oregon,0,Basic,College,2011-01-15,Employed,M,Urban,Married,Personal,1,1,Agent,Four-Door Car,Midsize,1,2
MZ65087,Oregon,0,Basic,College,2011-01-29,Employed,M,Rural,Divorced,Personal,3,4,Web,Four-Door Car,Small,1,4
EL61402,Arizona,0,Extended,Bachelor,2011-01-05,Employed,F,Urban,Married,Personal,3,1,Agent,Four-Door Car,Large,1,1
CJ31839,California,0,Basic,Bachelor,2011-02-18,Employed,M,Urban,Married,Special,2,2,Web,Four-Door Car,Small,2,7
XM11175,Arizona,0,Extended,College,2011-01-02,Unemployed,M,Suburban,Single,Personal,1,1,Web,Four-Door Car,Small,1,52
LF41085,Arizona,0,Basic,College,2011-01-22,Medical Leave,F,Rural,Divorced,Personal,2,1,Agent,Two-Door Car,Midsize,1,3
MB19556,California,0,Extended,College,2011-01-20,Employed,F,Suburban,Married,Personal,2,4,Agent,SUV,Midsize,1,3
HC74532,Oregon,0,Basic,Bachelor,2011-01-19,Unemployed,F,Suburban,Married,Corporate,3,4,Agent,Four-Door Car,Midsize,1,3
SB66770,Arizona,1,Premium,Master,2011-01-26,Employed,M,Rural,Married,Corporate,2,1,Agent,Two-Door Car,Midsize,1,4
JI25066,Arizona,0,Basic,Bachelor,2011-01-18,Employed,F,Urban,Married,Personal,3,3,Web,Two-Door Car,Large,1,3
PY98958,Oregon,1,Basic,Bachelor,2011-02-10,Employed,M,Suburban,Single,Special,1,1,Call Center,SUV,Midsize,2,6
RA65645,California,1,Basic,High School or Below,2011-02-17,Employed,M,Rural,Married,Personal,2,2,Agent,Sports Car,Midsize,2,7
FQ79356,California,0,Basic,Bachelor,2011-02-24,Medical Leave,F,Urban,Married,Personal,2,3,Call Center,Four-Door Car,Midsize,2,8
TM25808,California,0,Basic,High School or Below,2011-02-10,Employed,M,Urban,Divorced,Personal,3,1,Agent,Two-Door Car,Midsize,2,6
XO46388,California,0,Basic,Bachelor,2011-01-25,Disabled,F,Suburban,Married,Personal,2,1,Call Center,Four-Door Car,Midsize,1,4
LB81265,Arizona,0,Basic,Bachelor,2011-02-09,Employed,F,Urban,Divorced,Personal,2,3,Call Center,Four-Door Car,Midsize,2,6
JR38787,Nevada,0,Extended,High School or Below,2011-02-19,Disabled,M,Suburban,Married,Personal,1,2,Branch,SUV,Small,2,7
KZ22690,California,0,Extended,College,2011-02-12,Employed,F,Rural,Single,Personal,3,4,Web,Four-Door Car,Midsize,2,6
NY49598,California,0,Basic,College,2011-01-21,Employed,M,Suburban,Divorced,Personal,3,2,Agent,Four-Door Car,Small,1,3
KY39767,Oregon,0,Basic,College,2011-02-04,Unemployed,F,Suburban,Single,Personal,2,1,Call Center,Four-Door Car,Midsize,2,5
YU35386,Arizona,0,Basic,Bachelor,2011-02-15,Employed,F,Suburban,Married,Personal,3,4,Call Center,Four-Door Car,Midsize,2,7
TF82172,Arizona,0,Basic,College,2011-01-05,Medical Leave,M,Rural,Married,Corporate,1,2,Web,SUV,Midsize,1,1
MS39869,Nevada,0,Basic,College,2011-01-05,Unemployed,F,Suburban,Single,Personal,1,2,Call Center,Four-Door Car,Midsize,1,1
PV77906,Arizona,0,Basic,Bachelor,2011-01-22,Disabled,M,Suburban,Married,Corporate,2,1,Web,Two-Door Car,Midsize,1,3
QF21045,Oregon,0,Basic,College,2011-02-14,Employed,F,Urban,Married,Personal,2,2,Branch,Two-Door Car,Midsize,2,7
HF65914,Arizona,0,Extended,College,2011-01-03,Unemployed,M,Suburban,Married,Personal,1,1,Branch,Two-Door Car,Midsize,1,1
AJ58038,California,1,Basic,Bachelor,2011-01-10,Unemployed,F,Suburban,Married,Corporate,1,2,Call Center,Four-Door Car,Large,1,2
ZR88383,Nevada,1,Basic,College,2011-02-24,Employed,F,Suburban,Married,Personal,1,1,Agent,Four-Door Car,Midsize,2,8
OT49339,Oregon,0,Basic,College,2011-02-26,Disabled,M,Urban,Married,Corporate,3,2,Call Center,SUV,Midsize,2,8
FI74985,Oregon,0,Basic,High School or Below,2011-01-19,Unemployed,F,Suburban,Single,Personal,1,1,Web,Four-Door Car,Midsize,1,3
JW15301,Arizona,0,Basic,High School or Below,2011-01-20,Medical Leave,M,Suburban,Married,Corporate,3,2,Agent,Four-Door Car,Midsize,1,3
PY20159,Nevada,0,Extended,College,2011-01-27,Employed,M,Rural,Single,Corporate,1,3,Web,Sports Car,Small,1,4
NC42524,California,0,Extended,College,2011-01-13,Employed,M,Suburban,Single,Special,3,4,Web,Four-Door Car,Small,1,2
ZG19911,California,0,Basic,Bachelor,2011-02-02,Employed,F,Rural,Married,Personal,2,4,Web,Two-Door Car,Midsize,2,5
DI89983,California,0,Basic,Bachelor,2011-02-04,Medical Leave,M,Suburban,Divorced,Personal,3,3,Branch,Four-Door Car,Midsize,2,5
IG56214,Nevada,0,Basic,High School or Below,2011-01-27,Disabled,M,Suburban,Divorced,Personal,1,1,Call Center,Four-Door Car,Midsize,1,4
LC59148,Washington,1,Extended,High School or Below,2011-01-27,Employed,F,Suburban,Married,Personal,1,1,Branch,SUV,Midsize,1,4
UO95739,Oregon,0,Basic,College,2011-02-24,Employed,M,Urban,Divorced,Personal,3,1,Web,SUV,Midsize,2,8
SB64873,Oregon,0,Basic,Doctor,2011-02-13,Employed,M,Suburban,Single,Personal,2,2,Branch,Four-Door Car,Midsize,2,6
TE82896,Oregon,0,Basic,High School or Below,2011-02-19,Unemployed,F,Suburban,Married,Personal,2,2,Branch,Four-Door Car,Midsize,2,7
VY64199,Oregon,0,Basic,Bachelor,2011-01-09,Disabled,F,Urban,Married,Corporate,1,1,Branch,Four-Door Car,Midsize,1,1
IE82679,California,1,Basic,Bachelor,2011-02-09,Medical Leave,M,Suburban,Single,Personal,2,1,Agent,Four-Door Car,Midsize,2,6
SL70257,Nevada,0,Basic,College,2011-02-04,Employed,F,Suburban,Divorced,Personal,2,1,Branch,Four-Door Car,Small,2,5
XJ85947,Oregon,0,Extended,College,2011-02-05,Employed,F,Urban,Divorced,Personal,3,4,Web,Four-Door Car,Large,2,5
EF84269,California,0,Extended,College,2011-02-21,Employed,F,Rural,Married,Personal,2,1,Web,SUV,Midsize,2,8
NY91328,California,0,Extended,Bachelor,2011-02-02,Retired,F,Suburban,Divorced,Personal,3,1,Agent,SUV,Large,2,5
AT49447,California,0,Extended,Bachelor,2011-01-15,Employed,M,Rural,Married,Personal,3,2,Call Center,Two-Door Car,Midsize,1,2
BM70908,Arizona,0,Basic,College,2011-01-26,Employed,M,Suburban,Single,Personal,3,1,Agent,Two-Door Car,Midsize,1,4
AR61426,California,0,Extended,Bachelor,2011-01-24,Employed,F,Rural,Married,Personal,3,4,Branch,Two-Door Car,Midsize,1,4
CB62406,Arizona,0,Premium,High School or Below,2011-02-04,Employed,M,Suburban,Married,Corporate,3,1,Call Center,SUV,Midsize,2,5
WH82416,Oregon,0,Extended,Bachelor,2011-02-12,Employed,M,Urban,Married,Personal,2,2,Agent,Four-Door Car,Large,2,6
UI53874,Arizona,0,Basic,Doctor,2011-02-02,Unemployed,F,Suburban,Divorced,Personal,3,1,Agent,Four-Door Car,Midsize,2,5
LM44949,Oregon,0,Basic,Doctor,2011-01-13,Employed,F,Urban,Married,Special,2,1,Agent,Four-Door Car,Midsize,1,2
JR59597,California,0,Extended,Bachelor,2011-02-27,Employed,M,Suburban,Single,Personal,3,3,Call Center,Two-Door Car,Small,2,8
ZS22428,California,0,Basic,Bachelor,2011-02-14,Employed,F,Rural,Married,Personal,3,2,Agent,Four-Door Car,Midsize,2,7
AZ34845,California,0,Basic,Bachelor,2011-02-20,Employed,F,Urban,Married,Personal,3,1,Agent,Sports Car,Midsize,2,7
FL67726,Washington,1,Basic,High School or Below,2011-02-18,Retired,M,Suburban,Divorced,Personal,3,1,Branch,SUV,Midsize,2,7
QU20310,Arizona,0,Extended,High School or Below,2011-01-02,Employed,F,Suburban,Married,Corporate,3,3,Call Center,Four-Door Car,Small,1,52
NQ42020,Oregon,0,Basic,High School or Below,2011-02-07,Employed,M,Urban,Married,Personal,3,3,Agent,Luxury SUV,Midsize,2,6
ZF40143,Nevada,0,Premium,College,2011-01-24,Employed,F,Suburban,Single,Personal,2,2,Agent,Four-Door Car,Midsize,1,4
GU65780,California,0,Basic,Doctor,2011-01-20,Employed,M,Suburban,Married,Personal,3,2,Agent,Four-Door Car,Small,1,3
KY32675,Arizona,0,Extended,High School or Below,2011-01-11,Employed,M,Suburban,Married,Special,3,2,Branch,Two-Door Car,Small,1,2
ZX35838,Oregon,0,Premium,Master,2011-01-25,Employed,F,Rural,Married,Personal,1,1,Agent,Four-Door Car,Midsize,1,4
FB25242,Oregon,0,Basic,College,2011-01-15,Employed,M,Suburban,Married,Corporate,3,1,Call Center,Four-Door Car,Midsize,1,2
RW51650,Oregon,1,Basic,Bachelor,2011-02-18,Employed,M,Suburban,Single,Personal,2,1,Agent,Four-Door Car,Midsize,2,7
XX94684,Nevada,0,Extended,High School or Below,2011-01-28,Employed,M,Suburban,Single,Personal,2,1,Agent,Sports Car,Small,1,4
AH99727,Arizona,0,Basic,Bachelor,2011-01-05,Disabled,F,Suburban,Married,Personal,3,2,Branch,Four-Door Car,Midsize,1,1
NZ85858,Arizona,0,Basic,High School or Below,2011-01-29,Employed,F,Urban,Married,Personal,3,2,Branch,Four-Door Car,Small,1,4
JU19953,California,0,Basic,Master,2011-01-08,Employed,F,Urban,Married,Personal,3,3,Branch,Two-Door Car,Midsize,1,1
LC33025,Oregon,0,Extended,College,2011-02-14,Employed,M,Suburban,Married,Personal,2,1,Call Center,Luxury Car,Midsize,2,7
AY88788,Oregon,0,Basic,College,2011-01-03,Employed,F,Urban,Married,Personal,3,1,Branch,Luxury SUV,Midsize,1,1
OJ33945,Oregon,0,Basic,High School or Below,2011-01-08,Employed,F,Rural,Divorced,Personal,1,3,Agent,Two-Door Car,Midsize,1,1
LO84523,Oregon,0,Basic,High School or Below,2011-02-04,Unemployed,M,Suburban,Single,Personal,2,2,Web,Luxury Car,Midsize,2,5
AR96516,Oregon,0,Basic,Bachelor,2011-01-28,Employed,F,Suburban,Married,Personal,1,2,Web,Two-Door Car,Midsize,1,4
WH11924,Washington,0,Basic,College,2011-02-05,Unemployed,M,Suburban,Single,Personal,2,4,Web,Two-Door Car,Large,2,5
DL26809,Nevada,0,Basic,College,2011-02-27,Unemployed,M,Suburban,Single,Personal,3,1,Agent,Two-Door Car,Small,2,8
MV69686,Oregon,0,Extended,Doctor,2011-01-03,Employed,F,Urban,Married,Corporate,2,1,Agent,Four-Door Car,Large,1,1
SC95565,Nevada,0,Basic,High School or Below,2011-02-15,Employed,F,Urban,Married,Personal,1,4,Branch,Two-Door Car,Midsize,2,7
RL31641,Oregon,0,Basic,College,2011-01-29,Unemployed,F,Suburban,Single,Personal,3,3,Web,Two-Door Car,Midsize,1,4
OH83248,California,0,Premium,Master,2011-01-01,Employed,M,Urban,Married,Personal,3,4,Call Center,Four-Door Car,Midsize,1,52
DB28979,California,0,Basic,Bachelor,2011-01-26,Employed,M,Suburban,Divorced,Corporate,3,3,Agent,Two-Door Car,Midsize,1,4
